system,user,new_system,new_user,lev_sys,jac_sys,cos_sys,dam_sys,lev_user,jac_user,cos_user,dam_user
I found 1 showtime at 7 pm in Landmark's California Theatre.,Perfect. Will you add Movie show at Shattuck Avenue at 7 pm to my calendar?,I found 1 showtime at 7 pm in Landmark's California Theatre.,Perfect. Will you add Movie show at Shattuck Avenue at 7 pm to my calendar?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"To confirm: You'd like 2 tickets to The Drums on March 13th in Phoenix, correct?","Yes, that is correct. What's the address of the venue, and what time does the show start?","To confirm: You'd like 2 tickets to The Drums on March 13th in Phoenix, correct?","Yes, that is correct. What's the address of the venue, and what time does the show start?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Where are you leaving from? Do you have a goal city?,"Sure, I'm leaving from Portland, OR and going to Seattle, WA.",Where are you departing from? And what's your destination city?,"I'm starting my journey from Portland, Oregon and heading to Seattle, Washington.",0.6031746031746033,0.3125,0.4767312946227962,0.6031746031746033,0.5308641975308642,0.3529411764705883,0.5222329678670935,0.5308641975308642
It is a Fantasy movie.,Sounds good. Can you find me a cab to get there for a group of four people?,It is a Fantasy movie.,Sounds good. Can you find me a cab to get there for a group of four people?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I found a bus that leaves at 7:30 am. It costs $67 for an economy ticket. Is that okay?,Can you find a bus that leaves on the 1st of this month instead? I'm fine with any type of ticket.,I found a bus that leaves at 7:30 am. It costs $67 for an economy ticket. Is that okay?,Can you find a bus that leaves on the 1st of this month instead? I'm fine with any type of ticket.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What about Bay Area Retina Associates in Oakland for an ophthalmologist?,"Yes, that will work.",What about Bay Area Retina Associates in Oakland for an ophthalmologist?,"Yes, that will work.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"If you like Southwest Airlines, there is a flight leaving 2:35 pm and returning at 12:05 pm for $265.",Can you tell me the airport of origin and the destination?,"If you like Southwest Airlines, there is a flight leaving 2:35 pm and returning at 12:05 pm for $265.",Can you tell me the airport of origin and the destination?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"No, they are moderate priced.","I see, could you help me play Sex Metal Barbie in the album In This Moment on the speaker in the kitchen please?","No, they are moderate priced.","I see, could you help me play Sex Metal Barbie in the album In This Moment on the speaker in the kitchen please?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Just to confirm, you want me to play Written In Sand out of the bedroom speaker. Is this correct?",Yeah. Sounds good to me.,"Just to confirm, you want me to play Written In Sand out of the bedroom speaker. Is this correct?",Yeah. Sounds good to me.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Where is your destination?,I want to go to Chicago with three people.,Where would you like to explore today?,I want to travel to Chicago with three friends to experience the art scene.,0.368421052631579,0.09999999999999998,0.18898223650461365,0.368421052631579,0.5066666666666666,0.4375,0.6236095644623235,0.5066666666666666
"How about a Delta Airlines flight leaving at 9:15 am, with 1 stop. It costs $344.",Are there any other flights?,"How about a Delta Airlines flight leaving at 9:15 am, with 1 stop. It costs $344.",Can you please show me other available flight options?,1.0,1.0,1.0,1.0,0.35185185185185186,0.07692307692307687,0.14907119849998596,0.35185185185185186
"There is a nice house located at 1 Washington Circle Northwest, Washington, District of Columbia 20037, United States. It has a rating of 4.3.",That house is a great choice.,"There is a lovely house located at 1 Washington Circle Northwest, Washington, District of Columbia 20037, United States. It has a rating of 4.3.",That house is indeed an excellent choice.,0.9652777777777778,0.92,0.9583333333333334,0.9652777777777778,0.6341463414634146,0.4444444444444444,0.6172133998483676,0.6341463414634146
"What do you consider to be fun? Music, sports or maybe something else?",I am interested in attending a concert.,"What do you consider to be fun? Music, sports or maybe something else?",I am interested in attending a concert.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Is there anything else?,"No, you have been very kind.",Is there anything else?,"No, you have been very kind.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What is the time that works for you?,Is there an appointment available at 11 am?,What time works best for you?,Is there an appointment available at 11 am?,0.5277777777777778,0.5555555555555556,0.7216878364870323,0.5277777777777778,1.0,1.0,1.0,1.0
Can you give me the name of the movie you want to watch and your location?,I would like to see The Curse of La Llorona in Newark please.,Can you recommend a movie that challenges traditional storytelling norms? And may I know the location you prefer to watch it at?,I am interested in The Curse of La Llorona. Newark is the perfect location for me.,0.34375,0.22580645161290325,0.37310125362231816,0.34375,0.46341463414634143,0.3181818181818181,0.4853626716970756,0.46341463414634143
Could I further assist you then?,Could you help me search for a bus traveling there too?,Could I further assist you then?,Could you help me search for a bus traveling there too?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
And how long do you need it till?,Only till the 13th of March.,And how long do you need it till?,Only till the 13th of March.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"There are 3 Dermatologist in Milpitas. For example Dr. Hoang M. Duong, MD","Yes, it's ok for me","There are 3 Dermatologist in Milpitas. For example Dr. Hoang M. Duong, MD","Yes, it's ok for me",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sure, you can contact them at 602-716-2000.","Sure, that is all I need for now, thank you!","Sure, you can contact them at 602-716-2000.","Sure, that is all I need for now, thank you!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I want to check my calendar for events for Friday next week.,The system responds to the user's request.,I am curious about what's on my schedule for next Friday. I like to plan ahead.,0.0,0.0,0.0,0.0,0.31645569620253167,0.21739130434782605,0.36084391824351614,0.31645569620253167
I found Sick Love by Red Hot Chili Peppers from the album The Getaway.,Can you find some songs from Rihanna from the album Unapologetic?,I found Sick Love by Red Hot Chili Peppers from the album The Getaway.,Can you find some songs from Rihanna from the album Unapologetic?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Okay, so I am getting 2 tickets to the event tomorrow. Is that right?","Yes, that's fine. What time does it start?","Okay, so I am getting 2 tickets to the event tomorrow. Is that right?","Yes, that's fine. What time does it start?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What date would you like to begin travel and are you returning on MArch 13th?,"I would like to leave on the 1st of this month and return on the 14th of this month,",What date would you like to begin travel and are you returning on March 13th?,I would like to leave on the 1st of this month and return on the 14th of this month.,0.987012987012987,0.875,0.9333333333333333,0.987012987012987,0.9880952380952381,0.9,0.9473684210526315,0.9880952380952381
,"Hi, I'd like to book a hotel reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.",The user expresses a straightforward request for booking a hotel reservation.,"Hi, I'd like to book a hotel reservation for next Wednesday at Doubletree by Hilton Hotel San Diego - Del Mar.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
check in march 3rd and check out march 4th,yes that is good,Check-in on March 3rd and check-out on March 4th.,"Yes, that works for me.",0.7551020408163265,0.125,0.2222222222222222,0.7551020408163265,0.4782608695652174,0.125,0.22360679774997894,0.4782608695652174
Absolutely! Where are you going?,I'm going to NYC.,Absolutely! Where are you going?,I'm going to NYC.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Where are you looking and how many bedrooms?,Look for a 1 bedroom in San Leandro.,Where are you looking and how many bedrooms?,I'm searching for a 1 bedroom apartment in San Leandro.,1.0,1.0,1.0,1.0,0.5818181818181818,0.6363636363636364,0.7826237921249264,0.5818181818181818
There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,And what airport is the arrival at?,There's 1 flight that suits your preference. It's a Delta Airlines flight with an outbound flight that departs at 4:40 pm and a return flight that leaves at 7:40 pm. It is $63 per ticket.,And what airport is the arrival at?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"These three would be playing - Breakthrough, Dr. Strangelove and Fighting with My Family.",I've been wanting to see Dr. Strangelove - perfect. Bye for now.,"These three would be playing - Breakthrough, Dr. Strangelove and Fighting with My Family.",I've been wanting to see Dr. Strangelove - perfect. Bye for now.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
How many days will you stay there?,I will be staying for four days.,How many days will you stay there?,I will be staying for four days.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
You'd like to reserve 1 room at Palihotel Melrose in Los Angeles on for a stay beginning on March 11th and leaving on March 14th. Is that correct?,"Yes, that's correct. Can you tell me the contact number and where it is located?",The system confirmed the reservation details and asked for additional information.,The user confirmed the reservation and asked for the contact number and location.,0.23287671232876717,0.05405405405405406,0.11396057645963797,0.23287671232876717,0.33333333333333337,0.16666666666666663,0.2864459496157732,0.33333333333333337
,Will you find round trip flights?,Will you find round trip flights?,"Sure, I can help you with that! Do you have a specific destination in mind or are you open to suggestions?",0.0,0.0,0.0,0.0,0.18867924528301883,0.038461538461538436,0.08908708063747484,0.18867924528301883
"Dumbo, Hellboy or The Poseidon Adventure?",Any other movies?,"Dumbo, Hellboy or The Poseidon Adventure?",Any other movies?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I am interested in finding a salon.,I see that you are interested in finding a salon. What type of salon are you looking for?,I am interested in finding a salon.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
How about another one bus which leaves at 8:30 am for the flexible ticket cost $41?,From which station this bus will leave?,How about another one bus which leaves at 8:30 am for the flexible ticket cost $41?,From which station this bus will leave?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I have found one show of the movie at 1 pm in Edwards Fairfield 16 & IMAX.,Seems nice. Can you try to book a table at the restaurant I liked before? I need the reservation for one person.,I have found one show of the movie at 1 pm in Edwards Fairfield 16 & IMAX.,Seems nice. Can you try to book a table at the restaurant I liked before? I need the reservation for one person.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Want want to cast the song Alone With You on TV, right?",That is right. What genre is it and what year was it released?,"Want to feature the song Alone With You on TV, right?",That's correct. Can you tell me the genre of the song and the year it was released?,0.8,0.7692307692307693,0.8703882797784892,0.8,0.4698795180722891,0.25,0.4036036763977875,0.4698795180722891
Would you like me to make a reservation?,Not right now but can you check a bus leaving from Long Beach and going there?,Would you like me to explore new options for you?,"Not right now, but could you please look up a bus departing from Long Beach and heading there?",0.5510204081632653,0.3846153846153846,0.5590169943749475,0.5510204081632653,0.7340425531914894,0.4782608695652174,0.6481812160876687,0.7340425531914894
"Very well, I need to get 4 seats for the Falcons Vs Rams on March 11th in Atlanta, correct?","You got it, go for it.","Very well, I need to get 4 seats for the Falcons Vs Rams on March 11th in Atlanta, correct?","You got it, go for it.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
From o'hare international airport.,I am not sure if I want to go so I need to know if the ticket is refundable?,From O'Hare International Airport.,"I'm a bit uncertain about going, so I was wondering if the ticket is refundable?",0.8823529411764706,0.1428571428571428,0.25,0.8823529411764706,0.5875,0.2592592592592593,0.4146442144313647,0.5875
"Confirming hairdresser appointment on March 14th, 1:30 pm, at 1047 Lincoln Highway suite 101.","Okay, thanks a lot.","Confirming hairdresser appointment on March 14th, 1:30 pm, at 1047 Lincoln Highway suite 101.","Okay, thanks a lot.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Appointment at 4:15 pm at the hair stylist Oz A Salon Inc.,That's okay now.,Appointment at 4:15 pm at the hair stylist Oz A Salon Inc.,That's okay now.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"I searched and found 10 nice apartments. Americana Apartments is a nice property at 4445 Stevenson Boulevard with 2 bed rooms and 2 baths. The rent for the apartment is $2,800 per month.",Yes. it is good.,"I searched and found 10 nice apartments. Americana Apartments is a nice property at 4445 Stevenson Boulevard with 2 bed rooms and 2 baths. The rent for the apartment is $2,800 per month.","Yes, it is good.",1.0,1.0,1.0,1.0,0.9375,0.6,0.75,0.9375
it is 4.8,what is the address?,it is 4.8,What is the address?,1.0,1.0,1.0,1.0,0.95,0.6,0.75,0.95
2g Japanese Brasserie is a nice San Francisco restaurant.,Sounds great. What times are available for the movie tomorrow at AMC Metreon?,2g Japanese Brasserie is a nice San Francisco restaurant.,Sounds great. What times are available for the movie tomorrow at AMC Metreon?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Your ticket has been confirmed. You will arrive at Intercity Terminal.,Appreciate your efforts in securing me a bus ticket.,Your ticket has been confirmed. You will arrive at Intercity Terminal.,I truly appreciate your efforts in securing me a bus ticket.,1.0,1.0,1.0,1.0,0.85,0.6666666666666666,0.8040302522073697,0.85
,I'm increasingly seeing double at times and itching a lot. Do you have the name of a doctor I can go see?,I can help you with that. It sounds like you might be experiencing some vision issues and skin irritation. I recommend seeing an ophthalmologist for the double vision and a dermatologist for the itching. Would you like me to provide you with some doctor recommendations?,I'm increasingly seeing double at times and itching a lot. Do you have the name of a doctor I can go see?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
,Please help me find one-way flights.,The user is requesting help in finding a one-way flight.,"Hello, I need assistance in booking a single flight.",0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077
Which city would you like me to search in?,I want to do something in New York City.,Which city are you interested in exploring today?,I want to explore the vibrant city of New York.,0.4285714285714286,0.2142857142857143,0.35355339059327373,0.4285714285714286,0.4893617021276596,0.2666666666666666,0.42163702135578385,0.4893617021276596
"There are 8 available economy extra buses, would you like one which departs at 7:10 am which costs $38?","That is fine with me, could you also help me search for one room at a hotel in that area with wifi services?","There are 8 available economy extra buses, would you like one which departs at 7:10 am which costs $38?","That is fine with me, could you also help me search for one room at a hotel in that area with wifi services?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Is there anything else I can help with?,"No, Thank you.",Is there anything else I can help with?,"No, Thank you.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Confirm, in Walnut Creek, China Palace Restaurant at 12:45 pm for 3 on March 14th.",That is good. What is price range and contact?,"Confirm, in Walnut Creek, China Palace Restaurant at 12:45 pm for 3 on March 14th.",That is good. What is price range and contact?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Which day do you want me to check?,Please look on March 14th.,Which day would you like me to check?,Please look on March 14th.,0.7837837837837838,0.6,0.75,0.7837837837837838,1.0,1.0,1.0,1.0
i found 3 restaurant in livermore. what about campo di bocce of livermore,what else can you find,I found 3 restaurants in Livermore. What about Campo di Bocce of Livermore?,What else can you find?,0.8933333333333333,0.30000000000000004,0.46153846153846156,0.8933333333333333,0.9130434782608696,0.4285714285714286,0.6,0.9130434782608696
The first result that I have found is a Gynecologist by the name of Kochenburger Richard J MD located in Alameda. Would you like me to contact them?,What else can you find?,The first result that I have found is a Gynecologist by the name of Kochenburger Richard J MD located in Alameda. Would you like me to contact them?,What else can you find?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Event Doctor appointment added on March 2nd at 1580 Valencia Street #508 at 12 pm.,"Yes, that is perfect.",Doctor appointment added on March 2nd at 1580 Valencia Street #508 at 12 pm.,"Yes, that is absolutely perfect for me!",0.926829268292683,0.9333333333333333,0.9660917830792959,0.926829268292683,0.5128205128205128,0.375,0.5669467095138409,0.5128205128205128
How many do you need?,Just 1 ticket,How many tickets would you like?,Just 1 ticket,0.5,0.375,0.5477225575051661,0.5,1.0,1.0,1.0,1.0
Your booking is done. The venue is the Teragram Ballroom and starts at 6:30 pm,"Ok, thaks. Now get me economy tickets from san Fran on Tuesday next week",Your booking is confirmed. The event will take place at the Teragram Ballroom starting at 6:30 pm.,"Sure, thank you. Please arrange economy tickets for me from San Francisco on Tuesday next week.",0.6632653061224489,0.3913043478260869,0.5636018619766345,0.6632653061224489,0.631578947368421,0.30434782608695654,0.4677071733467426,0.631578947368421
Please confirm that you want to book a table at Platano in Berkeley at 12:15 pm for 2 people on March 1st.,Yes that works. Is there live music?,Please confirm that you want to book a table at Platano in Berkeley at 12:15 pm for 2 people on March 1st.,Yes that works. Is there live music?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I was able to contact a transportation company and your cab is on the way.,"I would like to get something to eat as well, preferably some kind of costly, Asian food.",I was able to contact a transportation company and your cab is on the way.,"I would like to get something to eat as well, preferably some kind of costly, Asian food.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What time do you want it and what kind of car?,I want a spacious car for pickup around afternoon 12:30 pm,What time would you prefer for the pickup and what type of vehicle are you interested in?,I'd like a spacious car for pickup around 12:30 pm,0.4157303370786517,0.2727272727272727,0.4387634544762784,0.4157303370786517,0.7241379310344828,0.6153846153846154,0.7627700713964739,0.7241379310344828
"Yes, let me know your current location to search accordingly.",Search it in Vallejo.,"Yes, let me know your current location to search accordingly.",Search it in Vallejo.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Your seats are booked.,Where does that get in? Where's it leave from?,Your seats are booked.,Where does that get in? Where's it leave from?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,Will you reserve tickets to Matt Corby around San Francisco on 13th of this month?,Will you reserve tickets to Matt Corby around San Francisco on 13th of this month?,"Sure, I'd love to reserve tickets for the Matt Corby concert in San Francisco on the 13th of this month!",0.0,0.0,0.0,0.0,0.6634615384615384,0.45833333333333326,0.6350852961085883,0.6634615384615384
Please confirm: Getting a cab for 1 person to go to Murray Circle Restaurant.,That is correct. What is the price?,Please confirm: Getting a cab for 1 person to go to Murray Circle Restaurant.,That is correct. What is the price?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I found 1 at Union Station that you may pick up on March 13th. It is a standard Ford Fusion.,I am not really into Ford cars. Can you find me another one that I may pick up at 11 am?,I found 1 at Union Station that you may pick up on March 13th. It is a standard Ford Fusion.,I am not really into Ford cars. Can you find me another one that I may pick up at 11 am?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
There are 10 options for you. One is Blueface at The Fillmore Philadelphia.,Sounds just right that's all man.,There are 10 options for you. One is Blueface at The Fillmore Philadelphia.,Sounds just right that's all man.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1512 Barber Shop in San Francisco will be nice.,"Get me the contact number and rating details, please.",1512 Barber Shop in San Francisco will be nice.,Could you please provide me with the contact number and ratings of the barber shop?,1.0,1.0,1.0,1.0,0.4457831325301205,0.26315789473684204,0.43033148291193524,0.4457831325301205
"Kindly ensure that, on March 11th, 2 tickets have been booked ofr Starset at Los Angeles.",Yes. it is good for me.,"Kindly ensure that, on March 11th, 2 tickets have been booked for Starset at Los Angeles.","Yes, it is good for me.",0.9775280898876404,0.8823529411764706,0.9375,0.9887640449438202,0.9565217391304348,0.7142857142857143,0.8333333333333334,0.9565217391304348
,I'm looking for Hellboy show times. Can you search in Santa Rosa?,"I'm sorry, but I couldn't find any show times for Hellboy in Santa Rosa. Would you like me to search for a different location?",I'm looking for Hellboy show times. Can you search in Santa Rosa?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
The address is 1 Blue Jays Way.,"That sounds good, I want to find dates for events.",The address is 1 Blue Jays Way.,"That sounds good, I want to find dates for events.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Ace Hotel Chicago, with rating 4.6",Do you have other proposals?,"Ace Hotel Chicago, with rating 4.6",Do you have other proposals? How about exploring a unique boutique hotel with a vibrant artistic atmosphere or maybe trying out a cozy bed and breakfast for a more intimate experience?,1.0,1.0,1.0,1.0,0.15217391304347827,0.16129032258064513,0.40160966445124946,0.15217391304347827
100 Greenwich Street seems pretty good and it is rated at 3.9.,That's the house I want and now I need a bus to get there.,100 Greenwich Street seems pretty good and it is rated at 3.9.,That's the house I want and now I need a bus to get there.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Unfortunately, that bus is full as well! How about a bus that leaves at 8:30 am with tickets that cost $24 each? And to answer your questions, the bus leaves the Intercity Terminal and reaches Port Authority Station.","Yeah, that bus would be great!","Unfortunately, that bus is full as well! How about a bus that leaves at 8:30 am with tickets that cost $24 each? And to answer your questions, the bus leaves the Intercity Terminal and reaches Port Authority Station.","Yeah, that bus would be great!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Please give me your confirmation to book an appointment with doctor Gul A. Zikria, M.D., FACOG, on March 1st at 2 pm.","That is correct, please go ahead.","Please give me your confirmation to book an appointment with doctor Gul A. Zikria, M.D., FACOG, on March 1st at 2 pm.","That is correct, please go ahead.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"You could visit Alcatraz, it is a Historical Landmark",How can I contact them?,"You could visit Alcatraz, it is a Historical Landmark.",How can I contact them? Can you help me with that?,0.9814814814814815,0.8,0.8888888888888888,0.9814814814814815,0.45999999999999996,0.4545454545454546,0.674199862463242,0.45999999999999996
201 Van Ness Avenue at 6 pm.,Thanks. Will you find a restaurant there?,The address is 201 Van Ness Avenue at 6 pm.,"Great, thank you! Do you know if there are any good restaurants around that area?",0.6511627906976745,0.7,0.8366600265340756,0.6511627906976745,0.3580246913580247,0.04761904761904767,0.09759000729485334,0.3580246913580247
There is a $91 American Airlines flight leaving at 4:40 pm that also has 0 stops. What about that one?,That one sounds good. Go ahead and book a one-way ticket.,There is a $91 American Airlines flight leaving at 4:40 pm that also has 0 stops. What about that one?,That one sounds good. Go ahead and book a one-way ticket.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Are you ready to buy tickets?,Not yet. Am I available that day?,Are you excited about the event? Tickets are available for purchase.,Not yet. Can you tell me if I am free that day?,0.2941176470588235,0.1333333333333333,0.2461829819586654,0.2941176470588235,0.5106382978723405,0.3571428571428572,0.545544725589981,0.5106382978723405
I have located 10 hotels. What do you think of Aloft Philadelphia Airport? It has a rating of 4.0.,What is the phone number of the venue and what is its address?,I have located 10 hotels. What do you think of Aloft Philadelphia Airport? It has a rating of 4.0.,What is the phone number of the venue and what is its address?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Your booking is done, Its unisex",Please book a table at the earlier restaurant,"Your booking is done, It's unisex.","Sure, I'd prefer an early table at the quaint little bistro around the corner, please.",0.9411764705882353,0.5,0.6666666666666666,0.9411764705882353,0.32558139534883723,0.15000000000000002,0.27386127875258304,0.32558139534883723
Let's go over the details quickly. You want to book a table for 2 at 1 pm at Bottega Napa Valley in Yountville? This will be on March 14th.,"I agree with all that, yes. How are the prices there? Are they above average? Also, do they serve liquor?",Let's go over the details quickly. You want to book a table for 2 at 1 pm at Bottega Napa Valley in Yountville? This will be on March 14th.,"I agree with all that, yes. How are the prices there? Are they above average? Also, do they serve liquor?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sorry, your appointment could not be made. How could I further assist you?","Yes please, could you try to book an appointment on the 2nd of March at quarter past 2 in the afternoon instead?","Sorry, your appointment could not be made. How could I further assist you?","Yes please, could you try to book an appointment on the 2nd of March at quarter past 2 in the afternoon instead?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Please confirm the following details: Play Family with subtitles.,"Yes, please.",Please confirm the following details: Play Family with subtitles.,"Yes, please.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I would like a one way from to NY please.,The system received the user's request for a one-way ticket from their current location to New York.,"I'm looking for a one-way ticket from here to New York, please.",0.0,0.0,0.0,0.0,0.4920634920634921,0.2222222222222222,0.3651483716701107,0.4920634920634921
Where would you like to leave from?,I want to leave from New York.,Where would you like to depart from?,I prefer starting my journey from New York.,0.8888888888888888,0.75,0.8571428571428571,0.8888888888888888,0.5116279069767442,0.36363636363636365,0.5345224838248488,0.5116279069767442
Would you like me to book an appointment?,"Yes I want visit the salon on the 7th of March for 11 o""clock in the morning.",Would you like me to book an appointment?,"Yes, I want to schedule a salon appointment for the 7th of March at 11 o'clock in the morning.",1.0,1.0,1.0,1.0,0.6914893617021276,0.5,0.6676978608895887,0.6914893617021276
alaska airlines leaves 12 pm for 1 stop and $302,is it refundable?,Alaska Airlines leaves at 12 pm for 1 stop and costs $302.,Is the ticket refundable?,0.7931034482758621,0.4666666666666667,0.6390096504226938,0.7931034482758621,0.64,0.16666666666666663,0.28867513459481287,0.64
In what city would you like to dine?,I want Oriental food in Berkeley.,In what city would you like to dine?,I want to explore new culinary experiences and try Oriental food in Berkeley.,1.0,1.0,1.0,1.0,0.4285714285714286,0.46153846153846156,0.6793662204867574,0.4285714285714286
In what city?,A unisex salon in SF would be perfect.,In what city?,How about a unisex salon in the vibrant city of San Francisco? I've heard they have innovative hair trends and cutting-edge styles.,1.0,1.0,1.0,1.0,0.2290076335877863,0.11111111111111116,0.2261335084333227,0.2290076335877863
I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on the March 13th?,I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on the March 13th?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bamboo Restaurant is good in San Francisco.,Do they have live entertainment and could you get me their number?,Bamboo Restaurant is a fantastic dining spot in San Francisco with a unique ambiance and delicious cuisine.,"That sounds amazing! Do they have live entertainment? Also, could you provide me with their contact number?",0.383177570093458,0.26315789473684204,0.45834924851410563,0.383177570093458,0.5607476635514019,0.44999999999999996,0.6301260378126043,0.5607476635514019
Thanks. When are you planning to travel.,I am planning to leave Next monday.,Thanks for sharing your travel plans. Where are you thinking of going?,I am planning to leave Next Monday and visit a new city to explore its culture and history.,0.3571428571428571,0.11764705882352944,0.21821789023599236,0.3571428571428571,0.37362637362637363,0.3157894736842105,0.5345224838248488,0.37362637362637363
Do you have any preference of city i should search in?,I like to search around San Francisco.,Do you have any preference of city I should search in?,I like to search around San Francisco.,0.9814814814814815,0.8333333333333334,0.9090909090909091,0.9814814814814815,1.0,1.0,1.0,1.0
Great! I found 7 buses you might like. I recommend the bus that leaves at 7:40 am. The price of an economy ticket is $65.,"Actually, is there a bus headed to Anaheim instead? We think we want to go to some theme parks. There are three of us.",Great! I found 7 buses you might like. I recommend the bus that leaves at 7:40 am. The price of an economy ticket is $65.,"Actually, is there a bus headed to Anaheim instead? We think we want to go to some theme parks. There are three of us.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Ok, I found 10 of them in San Jose. There is a nice one called Atelier Salon Willow Glen. Would that one interest you?",Can you tell me where it is and the contact number please.,"Ok, I found 10 of them in San Jose. There is a nice one called Atelier Salon Willow Glen. Would that one interest you?",Can you tell me where it is and the contact number please?,1.0,1.0,1.0,1.0,0.9827586206896551,0.8461538461538461,0.9166666666666666,0.9827586206896551
"Their phone number is +1 858-597-0500, and there is laundry service.",This house seems great.,"Their phone number is +1 858-597-0500, and there is laundry service.",This house seems great. It looks like a place where I can explore new ideas and be creative.,1.0,1.0,1.0,1.0,0.25,0.2222222222222222,0.4714045207910318,0.25
"On March 8th at 7:30 pm, the Whitecaps Vs Colorado Rapids will be held at BC Place.",Okay that's interesting. What else can you tell me about this event?,"On March 8th at 7:30 pm, the Whitecaps Vs Colorado Rapids will be held at BC Place.","Wow, that sounds like a fantastic match-up! I love exploring new events like this. Is there anything unique about the atmosphere at BC Place during games?",1.0,1.0,1.0,1.0,0.2532467532467533,0.027027027027026973,0.05661385170722977,0.2532467532467533
Your appointment is confirmed. The average rating for that salon is 4.0. Their street address is 208 Redwood Avenue.,Thank you very much. I also want to find a restaurant nearby.,Your appointment is confirmed. The average rating for that salon is 4.0. Their street address is 208 Redwood Avenue.,Thank you very much. I also want to find a restaurant nearby.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
The balance in savings is $8872.35,"Good, get me 3 tickets for the game you found for me.",The balance in savings is $8872.35,"Great, please purchase 3 tickets for the game you found for me.",1.0,1.0,1.0,1.0,0.746031746031746,0.6,0.75,0.746031746031746
