id,system,user,intent,new_system,new_user,system_bf,user_bf
197,Where would you be departing from?,From San Francisco.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'origin_city': 'San Francisco'}",Hello! How can I assist you today with your flight booking?,I'm looking to book a one-way flight from San Francisco.,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.6, 0.8, 0.5]"
198,At what time will that be?,It'll be at 5:30 pm.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '5 : 30 pm'}",Welcome to our restaurant! How can I assist you today with making a reservation for 5:30 pm?,"I'd like to make a reservation for 2 people at 5:30 pm, please.","[0.8, 0.7, 0.6, 0.75, 0.5]","[0.75, 0.8, 0.7, 0.85, 0.45]"
199,,I need a standard rental car for the 9th of March.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'car_type': 'Standard', 'pickup_date': '9th of March'}",Welcome to our car rental service! How can I assist you today?,I'm looking to rent a Standard car on the 9th of March. Can you help me with the available options?,"[0.75, 0.6, 0.5, 0.8, 0.4]","[0.65, 0.45, 0.7, 0.85, 0.3]"
200,Shall we proceed with tickets booking for this bus now?,"No, we will do it later. Now, I need a Car for rent from Vancouver, BC up to the 11th and a small car is enough to me. Can you search for the one?","Service name: Buses_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you with your bus-related queries today?,I'm looking to plan a bus trip for a group of friends. Can you help me with the schedule and ticketing options?,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]"
201,Would you like to leave on March 7th?,I want to leave the day after tomorrow.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'day after tomorrow'}",Good afternoon! How can I assist you today in finding a bus for the day after tomorrow?,Hello! I'm looking to book a bus for the day after tomorrow. Can you help me with that?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
202,,I need to go out of town for a work conference. Can you find some one-way flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Hello! How can I assist you today with booking a one-way flight?,I'm looking to book a flight from New York to Los Angeles for next week.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.75, 0.6, 0.7, 0.8, 0.7]"
203,Want to play it right now?,"No, not right now.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking for recommendations on movies to watch.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.7, 0.6, 0.4]"
204,Anything else today?,"No, I'm good.","Service name: Music_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you with music today?,I'm really excited to explore new genres of music and broaden my musical horizons.,"[0.8, 0.6, 0.7, 0.75, 0.45]","[0.85, 0.4, 0.8, 0.7, 0.3]"
205,Your tickets have been purchased.,What is the bus station arrival station?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: to_station
Slot values: {}",Welcome! How may I assist you today with purchasing a bus ticket?,"I would like to buy a bus ticket to the city center, please.","[0.8, 0.6, 0.7, 0.75, 0.4]","[0.65, 0.45, 0.6, 0.7, 0.5]"
206,"Sure Here's what I have 3 pm, March 1st for The salon Breds Barbershop.",That's great. Is it unisex? What's their contact number?,"Service name: Services_1
Active intent: BookAppointment
Requested slots: is_unisex, phone_number
Slot values: {}",Welcome! How can I assist you today?,"I'd like to book an appointment for a haircut. Is the service unisex? Also, may I provide my phone number?","[0.7, 0.6, 0.8, 0.75, 0.5]","[0.65, 0.8, 0.7, 0.8, 0.45]"
207,There are 8 buses that are suitable. There is one that departs at 8:10 am. It had 0 transfers and a ticket costs $37.,Thank you for that information. Can you reserve 1 room at the hotel that you found? I need it for 4 days from March 1st.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '1', 'check_in_date': 'March 1st', 'destination': '[CLS]', 'hotel_name': '[CLS]', 'number_of_days': '4'}",Welcome! How can I assist you with your hotel reservation today?,I would like to reserve a room for one person from March 1st for 4 days.,"[0.7, 0.8, 0.6, 0.7, 0.5]","[0.6, 0.7, 0.7, 0.8, 0.4]"
208,"Well, there are 10 things. What about Angels Flight Railway. It's a Historical Landmark.",Is it Child friendly?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: good_for_kids
Slot values: {}",Welcome! How can I assist you in finding attractions that are suitable for kids?,I'm looking for family-friendly activities that my kids will enjoy.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.4]"
209,"1 Thai restaurant is there in Windsor, the Tomi Thai.",Is it costly or not?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: price_range
Slot values: {}",Hello! How can I assist you today in finding a restaurant?,I'm looking for a restaurant to dine in. Can you recommend one within a specific price range?,"[0.7, 0.8, 0.6, 0.65, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.6]"
210,Please confirm the following: You want a table at Bergerac for 3 people in San Francisco on March 13th at 2 pm.,"Yes, that sounds great. Do they serve alcohol?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: serves_alcohol
Slot values: {}",Welcome! How can I assist you with making a restaurant reservation today?,Hi there! I'm looking to book a table for two. Does the restaurant serve alcohol?,"[0.5, 0.6, 0.7, 0.8, 0.4]","[0.6, 0.7, 0.8, 0.75, 0.35]"
211,Burke Museum of Natural History and Culture is a local Museum.,Great. Can you book the bus tickets?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking for some recommendations on attractions to visit in the area.,"[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.4, 0.8, 0.9, 0.5]"
212,What city would you like the dentist in?,In Sunnyvale would be great.,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'Sunnyvale'}",Welcome! How can I assist you today in finding a provider in Sunnyvale?,I'm looking for a healthcare provider in Sunnyvale. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.5]"
213,Your reservation is set. Have a great time!,I also would like to find a round trip ticket to get there. I prefer to fly with Delta Airlines. I will be starting to travel on the 1st of March. Please look for flights from LAX.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'passengers': '4', 'departure_date': '1st of March', 'destination': '[CLS]', 'origin': 'LAX'}",Welcome! How can I assist you with your flight booking today?,Hello! I would like to book a roundtrip flight for 4 passengers with Delta Airlines from LAX on the 1st of March.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.8, 0.6, 0.8, 0.2]"
214,,I would like to find a rental car.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {}",Welcome to our car rental service. How can I assist you today?,I'm looking for a car for a weekend getaway. Can you help me find one?,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.75, 0.6, 0.65, 0.8, 0.4]"
215,"If you like museum, there is American folk art museum there.",can you suggest some other performance venue?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Performing Arts Venue'}",Welcome! How can I assist you in finding performing arts venues?,I'm really excited to explore different performing arts venues in the area. I love experiencing new and creative forms of expression.,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.85, 0.4, 0.8, 0.65, 0.3]"
216,We are in Palo Alto. You can reach us at 800-455-0057.,Thanks for helping me today. You've given me all the information I need.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hello! I would like to book an appointment for a consultation.,"[0.8, 0.7, 0.6, 0.65, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.45]"
217,It will start at 7 pm at 2367 Shattuck Avenue.,Thank you for helping. I would like to find a restaurant there.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Welcome! How can I assist you in buying event tickets today?,I'm excited to explore some upcoming events and buy tickets for them!,"[0.8, 0.6, 0.7, 0.85, 0.4]","[0.75, 0.6, 0.85, 0.9, 0.3]"
218,In which city?,I'm looking for attractions in New York.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': 'New York'}",Hello! How can I assist you today in exploring attractions in New York?,I'm excited to discover some new places in New York! Can you recommend some unique attractions?,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.8, 0.6, 0.7, 0.8, 0.3]"
219,Your taking off from Port Authority station and going to Intercity terminal.,"Great, I think that's good.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy', 'departure_time': '[CLS]'}",Hello! How may I assist you today?,I'm looking to find a bus with an economy fare type leaving at the specified departure time.,"[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.5, 0.8, 0.3]"
220,"Sure, under what name do you wish to save the event?",Please can you save it under the name Visit appointment?,"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_name': 'Visit appointment'}",Hello! How can I assist you today with adding an event to your calendar?,I would like to add a visit appointment to my calendar.,"[0.75, 0.85, 0.65, 0.8, 0.4]","[0.7, 0.75, 0.6, 0.85, 0.5]"
221,Your table is reserved.,"Thanks, I also need a cab.","Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {'number_of_seats': '2', 'destination': '[CLS]'}",Welcome to our ride-sharing service! How many seats do you need for your trip to the destination?,I need a ride for two to [CLS].,"[0.8, 0.6, 0.7, 0.85, 0.45]","[0.75, 0.65, 0.6, 0.8, 0.5]"
222,There will be one showing at 9:30 pm at Century 25 Union Landing & XD.,"That's a little late, but it sounds good. Thank you that will be all I need.","Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '9 : 30 pm'}",Welcome! How can I assist you today with movie show times?,Hi there! I'm interested in watching a movie tonight. Could you please provide me with the show time at 9:30 pm?,"[0.8, 0.6, 0.7, 0.75, 0.4]","[0.85, 0.7, 0.6, 0.8, 0.5]"
223,8 attractions check California automobile museum. It is a museum,wanna say this is a child friendly place?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: good_for_kids
Slot values: {}",Welcome! How can I assist you with finding attractions for your trip?,I'm looking for attractions that are good for kids. They love interactive and educational experiences.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.75, 0.6, 0.8, 0.85, 0.4]"
224,it's directed by tim burton,thanks,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Welcome! What movie genre are you in the mood for today?,"I love exploring different genres, especially indie films that challenge the norm.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.7, 0.2, 0.6, 0.8, 0.1]"
225,There's a standard accord available at Portland Bus Station on March 7th,What else is there?,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {}",Welcome to our car rental service. How can I assist you today?,I'm looking for a compact car for a weekend getaway. Can you help me with the available options?,"[0.75, 0.85, 0.65, 0.7, 0.6]","[0.8, 0.6, 0.75, 0.85, 0.5]"
226,Would you like to purchase tickets?,No not now. What are the showtimes?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': '[CLS]'}",Welcome to our movie service! How can I assist you today?,I'd like to know the showtimes for the latest movie on [CLS].,"[0.5, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.3, 0.8, 0.6, 0.5]"
227,You want 4 tickets to see the giants vs rockies on March 1st in San Francisco?,"Yes, that would be great.","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking to purchase tickets for an upcoming event. Can you help me with that?,"[0.8, 0.6, 0.7, 0.85, 0.4]","[0.7, 0.65, 0.75, 0.8, 0.45]"
228,,Can you help me find a restaurant?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {}",Welcome to our restaurant recommendation service. How may I assist you today?,I'm looking for a cozy place to have dinner with my friends. Can you recommend a nice restaurant?,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
229,,I want to watch the movie now. I want to watch it with subtitles.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Welcome! Are you ready to watch a movie with subtitles?,"Absolutely! I love watching movies with subtitles, it enhances the experience.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.6, 0.7, 0.8, 0.4]"
230,,I'm looking for a 1 bedroom apartment,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '1'}",Hello! How can I assist you today in finding the perfect apartment with 1 bedroom?,Hi there! I'm looking for a cozy apartment with 1 bedroom. I love exploring new spaces and decorating them with artistic touches.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.85, 0.6, 0.7, 0.75, 0.45]"
231,"yes, it's downtown station",where will I get off?,"Service name: Buses_1
Active intent: FindBus
Requested slots: to_station
Slot values: {}",Hello! How can I assist you today with finding a bus to your destination?,Hi there! I'm looking to find a bus to the city center. Can you help me with that?,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.45]"
232,I've confirmed your reservation. It's located at 2367 Shattuck Avenue and starts at 8:30 pm.,"Great, can you also help me find some california cuisine nearby. Any price range is fine.","Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'price_range': 'dontcare', 'city': '[CLS]', 'cuisine': 'california'}",Welcome! How can I assist you today in finding a restaurant in California with a flexible price range?,Hi there! I'm looking for a place to eat in California. I'm open to trying new cuisines and exploring different dining experiences.,"[0.8, 0.7, 0.6, 0.7, 0.3]","[0.85, 0.6, 0.7, 0.8, 0.4]"
233,Their number is 206-443-3643.,"Okay, cool. I'd like to get a hotel there. I need two rooms at the Inn At The Market.","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'hotel_name': 'Inn At The Market', 'location': '[CLS]'}",Welcome! How many rooms would you like to reserve at Inn At The Market?,"I would like to reserve 2 rooms at Inn At The Market, please.","[0.7, 0.8, 0.6, 0.75, 0.4]","[0.75, 0.85, 0.65, 0.8, 0.35]"
234,You want a booking at Caffe Delle Stelle Restaurant in Walnut Creek for 2 people at 11 am on March 12th. Is that right?,That is right. What number can I call them at?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: phone_number
Slot values: {}",Good evening! How may I assist you today?,I would like to make a reservation at a restaurant. Can you help me with that?,"[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.5, 0.6, 0.8, 0.3]"
235,You want a Luxury cab for 1 person. Is that right?,That is right. Can you tell me the price?,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}",Welcome to our ride-sharing service. How can I assist you today?,I'm looking for a ride to the airport. Can you help me find the fare?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.7, 0.65, 0.75, 0.8, 0.55]"
236,What kind of film?,I want to watch a comic movie directed by Jonathan Levine,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'directed_by': 'Jonathan Levine', 'genre': 'comic'}",Hello! I see you're interested in movies directed by Jonathan Levine in the comic genre. Are you looking for a specific recommendation?,"Yes, I love exploring new movies in different genres. I'm excited to discover more about Jonathan Levine's work in the comic genre.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.8, 0.5, 0.7, 0.8, 0.4]"
237,I found 10 hotels you may like. There's a 5 star one called Alila Bangsar.,I'll look into it later. That's all I need for now.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Alila Bangsar'}",Welcome to our hotel booking service! How can I assist you today?,I'm looking to book a room at Alila Bangsar for my upcoming trip. Can you help me with the reservation?,"[0.8, 0.9, 0.6, 0.75, 0.4]","[0.7, 0.6, 0.65, 0.85, 0.5]"
238,"Okay! Sure, I can help you on this. At what time you wish to make the reservation?",Please can you reserve for four people at five in the evening.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '4', 'time': 'five in the evening'}",Hello! How can I assist you today?,I'd like to make a reservation for four people at five in the evening.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.55]"
239,I booked your ride. The total is $45.03 and it arrives in 14 minutes.,"Thanks, that's all.","Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Hello! How can I assist you today with your ride?,I'm looking for a ride to the airport. Can you help me with that?,"[0.7, 0.6, 0.5, 0.75, 0.4]","[0.6, 0.7, 0.65, 0.8, 0.45]"
240,Your reservation was successful.,Thanks! I'd also like to search for a hotel in the area.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'location': '[CLS]'}",Welcome to our hotel booking service! How can I assist you today?,I'm looking for a hotel in [CLS] for my upcoming vacation.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.65, 0.5, 0.7, 0.8, 0.45]"
241,There are 6 buses. A bus leaves at 8 am. The Flexible ticket costs $45,"I want to leave from Washington, I need 4 seats","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'group_size': '4', 'origin': 'Washington'}",Hello! How may I assist you with finding a bus for your group of 4 from Washington?,Hi there! We are a group of 4 looking for a bus to take us from Washington.,"[0.8, 0.7, 0.65, 0.75, 0.6]","[0.75, 0.8, 0.7, 0.8, 0.7]"
242,Do you want to go ahead and purchase tickets?,"Yeah, but not right now. What are some attractions around there?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': '[CLS]'}",Welcome! How can I assist you with finding attractions in the area?,I'm looking for some interesting places to visit in this location.,"[0.8, 0.6, 0.6, 0.8, 0.4]","[0.7, 0.4, 0.6, 0.7, 0.5]"
243,"There are 3 cars which you might like. One of the cars is a Cruze one, which can be picked up at SFO International Airport on March 10th, and it is a Standard car.","Can you recommend some other car? I am interested in renting a small car, and I will pick it up from Philly.","Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'type': 'Compact', 'pickup_city': 'Philly'}",Welcome to our car rental service! How can I assist you today?,I'm looking to rent a Compact car in Philly. Can you provide me with the available options?,"[0.6, 0.7, 0.5, 0.6, 0.4]","[0.7, 0.6, 0.6, 0.8, 0.3]"
244,,Will you find movies in San Ramon at THE LOT City Center?,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'location': 'San Ramon', 'theater_name': 'THE LOT City Center'}",Welcome to the movie service! How can I assist you today?,I'm looking for movie showtimes in San Ramon at THE LOT City Center.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.7, 0.6, 0.7, 0.8, 0.5]"
245,Absolutely. How many days is the reservation for?,I would like to reserve a room for 1 day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': '1'}",Welcome! How can I assist you with your hotel reservation today?,"Hello! I would like to book a room for one night, please.","[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.9, 0.5]"
246,Where are you planning on leaving from?,Leaving from Los ANgeles.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'origin': 'Los ANgeles'}",Hello! How can I assist you today?,I'm looking for bus routes from Los Angeles.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.3]"
247,Anything else I can help with?,No. Thanks for helping.,"Service name: Hotels_2
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking to book a hotel for my upcoming vacation. Can you help me with that?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.3, 0.4, 0.6, 0.2]"
248,Your ticket has been confirmed.,Thank you for helping. I would like to find a hotel there.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with purchasing a bus ticket?,I'm looking to buy a bus ticket for a trip next week. Can you help me with that?,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.6, 0.7, 0.55]"
249,Do you have a time preference?,I prefer quarter to 1 in the afternoon.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': 'quarter to 1 in the afternoon'}",Welcome to our restaurant reservation service. How may I assist you today?,I'd like to make a reservation for two at quarter to 1 in the afternoon.,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.8, 0.5, 0.7, 0.6]"
250,"Kindly Ensure that, 4 tickets have been booked for the event at New York.",Yes. It is good for me. What is the starting time of the event and where is the location of the venue?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time, venue_address
Slot values: {}",Welcome! How can I assist you today with purchasing event tickets?,I'm interested in buying tickets for an event. Can you provide me with information about the time and venue address?,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.6, 0.5, 0.5, 0.7, 0.5]"
251,When would you like to book your appointment?,Book it on the 10th of March around 12:30 in the afternoon.,"Service name: Services_2
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': '10th of March', 'appointment_time': '12 : 30 in the afternoon'}",Welcome! How can I assist you today?,Hello! I would like to book an appointment for the 10th of March at 12:30 in the afternoon.,"[0.8, 0.65, 0.75, 0.85, 0.4]","[0.7, 0.75, 0.6, 0.8, 0.5]"
252,And your check in date?,Wednesday next week.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'Wednesday next week'}",Hello! How can I assist you with your hotel reservation for Wednesday next week?,"Hi, I'm looking to book a room for next Wednesday. Can you help me with that?","[0.7, 0.8, 0.6, 0.75, 0.4]","[0.6, 0.7, 0.65, 0.8, 0.5]"
253,Your booking is complete.,What is their location and do they have live bands?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: has_live_music, street_address
Slot values: {}",Welcome! How can I assist you today with reserving a table at a restaurant? Let me know if you have any preferences like live music or a specific location.,"I'm looking to reserve a table for two, preferably at a restaurant that offers live music. The address should be convenient for both of us.","[0.8, 0.9, 0.7, 0.85, 0.6]","[0.75, 0.85, 0.65, 0.8, 0.55]"
254,"What is the departure city and the arrival city, and for what date?","I will be going to Seattle, WA and I want to leave next Wednesday.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'departure_date': 'next Wednesday', 'destination_city': 'Seattle , WA'}","Hello! How can I assist you today with your flight to Seattle, WA next Wednesday?",I'm looking for a one-way flight to Seattle next Wednesday.,"[0.5, 0.7, 0.6, 0.8, 0.4]","[0.6, 0.8, 0.7, 0.85, 0.45]"
255,There are 10 hotels that match. Ac Hotel By Marriott Beverly Hills is a nice 1 star hotel.,"Nice, that'll work. Now let's book some tickets for the game we talked about.","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'city': '[CLS]', 'date': '[CLS]', 'event_name': '[CLS]'}",Welcome! How can I assist you with purchasing event tickets in your city on a specific date?,I'm looking to buy tickets for an event in the city on the specified date.,"[0.8, 0.9, 0.7, 0.85, 0.6]","[0.75, 0.8, 0.65, 0.8, 0.7]"
256,Sure. You want the car on March 6th? And what specific time?,At six in the evening on the 8th of this month.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_date': '8th of this month', 'pickup_time': 'six in the evening'}",Welcome! How can I assist you today in finding available rental cars for the 8th of this month at six in the evening?,"Hello, I'm looking to rent a car on the 8th of this month at six in the evening. Can you help me with that?","[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.6, 0.5, 0.8, 0.6]"
257,Do you need anything else?,"No, thank you.","Service name: Flights_2
Active intent: 
Requested slots: 
Slot values: {}",Hello! How may I assist you with your flight booking today?,I'm looking to book a flight for my upcoming vacation. Can you help me find the best deals?,"[0.8, 0.65, 0.7, 0.75, 0.4]","[0.75, 0.6, 0.85, 0.8, 0.5]"
258,,"Hello, could you help me search for a doctor?","Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I would like to book an appointment for a therapy session.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.3]"
259,Would you like me to make a reservation for you?,"Yes, please.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service. How can I assist you today?,I'm looking to make a reservation for dinner tonight for two people.,"[0.8, 0.6, 0.5, 0.7, 0.4]","[0.75, 0.65, 0.6, 0.8, 0.45]"
260,Anything else you wish to know about?,"Nope, thanks.","Service name: Hotels_3
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our hotel booking service. How may I assist you today?,I'm looking to book a room for my vacation. Can you provide me with some options?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.7, 0.6, 0.3]"
261,There are no other fight movies playing. Anything else I can help with?,Search for comedy movies.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'genre': 'comedy'}",Hello! How can I assist you today in finding a comedy movie?,"I'm in the mood for a good laugh, do you have any recommendations for comedy movies?","[0.7, 0.7, 0.8, 0.6, 0.4]","[0.8, 0.6, 0.7, 0.8, 0.5]"
262,The reservation has been made. It is $210.,Thank you. I want to find some attractions.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome! How can I assist you in making a hotel reservation today?,"I'd like to make a reservation for a room for two nights, please.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
263,When are you leaving?,I'd like to leave on the 4th of this month.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_date': '4th of this month'}",Hello! How can I assist you today in finding a bus for the 4th of this month?,I'm looking to book a bus for the 4th of this month. Can you help me with that?,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.7, 0.6, 0.4]"
264,I found 1 showtime at 7 pm in Landmark's California Theatre.,Perfect. Will you add Movie show at Shattuck Avenue at 7 pm to my calendar?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '7 pm'}",Good evening! How may I assist you today?,I'm looking to catch a movie tonight at 7 pm. Can you provide me with the showtimes?,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]"
265,"To confirm: You'd like 2 tickets to The Drums on March 13th in Phoenix, correct?","Yes, that is correct. What's the address of the venue, and what time does the show start?","Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time, venue_address
Slot values: {}",Welcome! How can I assist you in buying event tickets today?,I'm excited to attend an event! I'd like to buy tickets for an upcoming event. Can you help me with the time and venue address?,"[0.7, 0.6, 0.6, 0.8, 0.4]","[0.8, 0.5, 0.7, 0.9, 0.3]"
266,Where are you leaving from? Do you have a goal city?,"Sure, I'm leaving from Portland, OR and going to Seattle, WA.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'destination_city': 'Seattle , WA', 'origin_city': 'Portland , OR'}",Hello! How can I assist you with your flight search today?,"I'm looking to book a one-way flight from Portland, OR to Seattle, WA. Can you help me with that?","[0.5, 0.8, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.3]"
267,It is a Fantasy movie.,Sounds good. Can you find me a cab to get there for a group of four people?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_time': '[CLS]'}",Hello! How can I assist you today with movie showtimes?,I'm looking for showtimes for the latest action movie.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.65, 0.6, 0.7, 0.55, 0.45]"
